order_id,customer_id,product_id,order_date,quantity,total_amount
68,435,118,2024-02-17,1,2872.64
69,142,85,2024-04-11,1,2820.45
70,855,82,2024-01-19,3,7006.47
71,47,127,2024-06-11,4,8552.68
72,996,146,2024-11-03,3,3181.2
73,856,76,2024-02-07,3,7213.71
74,806,147,2024-11-21,4,6012.04
75,862,122,2024-11-01,4,15489.48
76,750,164,2024-07-15,3,11500.32
77,747,59,2024-02-13,3,10193.25
78,347,86,2024-09-14,2,4285.96
79,83,44,2024-09-23,1,3184.36
80,983,192,2024-10-02,3,8072.49
81,519,99,2024-03-13,4,1267.32
82,587,116,2024-10-09,3,10534.41
83,428,98,2024-11-01,1,1185.3
84,514,156,2024-12-29,4,2244.8
85,458,192,2024-12-20,2,5381.66
86,475,52,2024-07-14,2,8781.78
87,177,60,2024-01-19,2,8057.8
88,848,165,2024-10-14,2,8929.5
89,402,177,2024-02-05,1,4433.19
90,276,140,2024-02-18,2,8015.76
91,255,73,2024-10-28,4,4271.36
92,148,94,2024-12-24,4,7794.48
93,834,162,2024-01-06,4,16757.88
94,412,176,2024-03-10,4,6528.72
95,741,143,2024-11-11,1,666.25
96,932,111,2024-08-29,3,14749.02
97,266,160,2024-10-21,2,988.4
98,746,64,2024-11-24,2,4627.7
99,14,172,2024-07-17,4,7931.76
100,438,22,2024-07-25,4,8467.88
101,327,131,2024-10-04,2,3082.98
102,985,155,2024-07-12,1,2002.83
103,779,10,2024-05-27,2,1489.44
104,122,130,2024-03-31,1,4732.61
105,300,185,2024-05-31,3,1537.92
106,614,68,2024-11-23,3,1446.48
107,390,82,2024-01-26,3,7006.47
108,169,2,2024-06-02,3,12891.54
109,245,113,2024-11-09,4,18033.16
110,784,31,2024-07-23,4,13816.16
111,15,35,2024-12-11,1,2989.59
112,470,176,2024-08-11,1,1632.18
113,1,177,2024-09-19,1,4433.19
114,292,11,2024-09-01,1,3727.7
115,610,135,2024-04-08,4,3434.88
116,399,6,2024-07-22,4,11899.64
117,775,43,2024-06-21,3,7746.03
118,601,199,2024-02-25,3,1389.63
119,503,106,2024-04-25,2,3523.12
120,4,167,2024-06-02,4,2503.12
121,325,6,2024-10-18,1,2974.91
122,102,61,2024-08-30,1,1008.03
123,489,159,2024-01-26,4,16441.08
124,864,60,2024-08-27,2,8057.8
125,924,9,2024-07-06,2,9985.56
126,627,192,2024-10-23,2,5381.66
127,580,120,2024-02-19,3,11008.56
128,803,87,2024-03-18,3,6186.9
129,426,132,2024-03-31,3,5502.39
130,782,16,2024-03-09,4,15072.68
131,896,103,2024-11-28,3,12834.54
132,114,111,2024-07-27,2,9832.68
133,402,95,2024-10-27,2,9275.06
134,363,7,2024-03-20,3,8945.91
135,681,94,2024-08-13,3,5845.86
136,494,23,2024-04-09,1,1595.81
137,971,11,2024-09-12,1,3727.7
138,807,157,2024-03-19,4,10074.12
139,555,136,2024-05-26,3,3300.93
140,324,92,2024-10-04,4,15513.12
141,284,84,2024-06-10,1,2201.17
142,957,3,2024-01-10,2,7259.12
143,656,116,2024-09-30,4,14045.88
144,755,72,2024-09-21,2,1700.34
145,931,180,2024-04-20,4,15854.0
146,485,20,2024-12-06,3,2454.78
147,747,95,2024-01-26,3,13912.59
148,616,31,2024-10-22,2,6908.08
149,691,127,2024-12-09,4,8552.68
150,45,28,2024-09-18,3,1865.49
151,341,16,2024-05-02,3,11304.51
152,565,48,2024-02-26,2,6696.0
153,922,24,2024-11-22,2,9442.02
154,716,187,2024-10-16,1,3533.1
155,173,95,2024-06-19,1,4637.53
156,82,137,2024-08-14,1,1350.8
157,646,142,2024-04-12,3,13927.2
158,596,39,2024-10-11,4,3959.8
159,712,167,2024-05-18,1,625.78
160,256,3,2024-06-18,1,3629.56
161,837,43,2024-04-02,2,5164.02
162,608,52,2024-09-19,3,13172.67
163,350,69,2024-11-03,3,12132.54
164,107,39,2024-01-14,3,2969.85
165,755,198,2024-03-10,1,1671.66
166,604,60,2024-12-04,3,12086.7
167,161,192,2024-02-04,4,10763.32
168,492,182,2024-10-27,2,8893.88
169,938,63,2024-05-02,3,7943.79
170,211,111,2024-10-09,1,4916.34
171,414,115,2024-02-19,3,2698.77
172,910,162,2024-05-11,3,12568.41
173,365,89,2024-04-04,3,1664.91
174,650,109,2024-06-15,4,15442.32
175,55,173,2024-07-05,1,3546.69
176,905,143,2024-11-29,3,1998.75
177,26,117,2024-05-05,2,1273.78
178,162,197,2024-01-24,2,4432.06
179,530,106,2024-03-14,4,7046.24
180,498,82,2024-11-12,1,2335.49
181,432,154,2024-10-28,1,220.29
182,529,192,2024-06-22,4,10763.32
183,562,165,2024-07-21,3,13394.25
184,63,141,2024-03-30,1,4059.44
185,840,39,2024-03-11,1,989.95
186,863,188,2024-09-06,1,4224.9
187,977,31,2024-05-08,2,6908.08
188,87,99,2024-10-30,4,1267.32
189,508,84,2024-08-13,2,4402.34
190,166,32,2024-12-17,4,8579.72
191,266,101,2024-10-23,3,10187.61
192,943,76,2024-04-11,1,2404.57
193,653,8,2024-02-18,3,803.73
194,89,70,2024-08-28,3,1278.96
195,382,78,2024-10-22,1,1277.43
196,374,191,2024-03-09,2,6294.44
197,407,175,2024-02-09,4,3426.72
198,185,33,2024-09-19,4,7908.12
199,591,33,2024-02-20,1,1977.03
200,558,29,2024-04-10,1,3289.48
201,802,13,2024-12-11,4,7711.88
202,703,94,2024-01-12,2,3897.24
203,517,75,2024-05-15,1,3391.28
204,838,56,2024-01-30,3,7092.84
205,638,74,2024-01-14,4,10754.96
206,77,50,2024-07-14,2,7824.78
207,682,20,2024-04-13,4,3273.04
208,397,152,2024-01-20,4,6705.28
209,769,31,2024-05-25,2,6908.08
210,710,189,2024-05-17,2,5753.36
211,151,181,2024-07-19,3,4318.23
212,746,14,2024-07-27,4,4258.32
213,354,32,2024-11-28,4,8579.72
214,690,187,2024-03-14,4,14132.4
215,628,145,2024-12-26,1,3740.2
216,834,19,2024-09-10,2,9171.0
217,395,130,2024-11-15,3,14197.83
218,199,16,2024-02-06,1,3768.17
219,123,161,2024-02-16,2,6092.04
220,17,79,2024-04-29,3,11518.17
221,712,74,2024-05-27,4,10754.96
222,412,7,2024-11-15,3,8945.91
223,295,112,2024-03-24,3,2417.67
224,108,196,2024-09-04,2,1877.48
225,85,71,2024-01-08,2,2512.5
226,426,119,2024-10-22,3,6477.42
227,723,86,2024-03-21,2,4285.96
228,628,180,2024-08-17,4,15854.0
229,455,75,2024-07-27,2,6782.56
230,935,187,2024-10-21,1,3533.1
231,675,92,2024-11-27,1,3878.28
232,114,155,2024-03-23,2,4005.66
233,715,27,2024-08-15,1,3318.51
234,768,69,2024-08-04,1,4044.18
235,360,60,2024-06-26,3,12086.7
236,809,158,2024-03-25,1,4146.12
237,41,177,2024-09-22,2,8866.38
238,924,93,2024-05-14,4,5916.48
239,95,62,2024-03-02,4,8536.44
240,165,189,2024-11-23,1,2876.68
241,99,144,2024-07-30,1,1164.67
242,572,111,2024-02-09,3,14749.02
243,602,92,2024-05-13,2,7756.56
244,924,169,2024-01-20,3,3118.35
245,697,161,2024-08-20,4,12184.08
246,128,174,2024-07-13,4,7320.28
247,955,114,2024-08-29,1,670.67
248,288,143,2024-06-19,3,1998.75
249,817,69,2024-02-02,4,16176.72
250,127,90,2024-04-12,2,1832.12
251,388,13,2024-11-21,1,1927.97
252,321,173,2024-10-26,2,7093.38
253,550,106,2024-01-28,4,7046.24
254,504,60,2024-04-16,4,16115.6
255,680,171,2024-01-01,3,9357.9
256,13,192,2024-09-30,4,10763.32
257,853,53,2024-05-02,1,309.54
258,460,142,2024-12-26,3,13927.2
259,333,181,2024-12-24,3,4318.23
260,633,179,2024-03-20,2,2233.62
261,371,121,2024-03-19,4,18053.24
262,988,179,2024-07-13,4,4467.24
263,944,114,2024-03-30,3,2012.01
264,314,198,2024-09-21,2,3343.32
265,150,117,2024-07-09,3,1910.67
266,877,183,2024-04-01,2,1822.34
267,525,84,2024-01-17,1,2201.17
268,658,89,2024-01-20,1,554.97
269,424,122,2024-02-24,4,15489.48
270,928,176,2024-07-03,4,6528.72
271,624,88,2024-04-30,1,3507.2
272,670,174,2024-08-20,2,3660.14
273,440,63,2024-07-09,1,2647.93
274,450,11,2024-05-17,2,7455.4
275,294,95,2024-05-20,4,18550.12
276,513,97,2024-12-03,4,12441.2
277,792,105,2024-08-28,4,5185.48
278,910,55,2024-09-17,3,4323.87
279,137,95,2024-12-25,3,13912.59
280,469,135,2024-02-28,1,858.72
281,54,154,2024-09-18,2,440.58
282,211,6,2024-04-01,4,11899.64
283,337,184,2024-01-14,1,3363.2
284,782,48,2024-11-12,3,10044.0
285,393,156,2024-06-21,4,2244.8
286,391,90,2024-02-05,1,916.06
287,412,162,2024-03-19,3,12568.41
288,166,145,2024-01-19,2,7480.4
289,420,145,2024-02-26,1,3740.2
290,553,80,2024-02-25,1,4363.89
291,667,163,2024-12-01,2,2532.14
292,351,188,2024-08-22,2,8449.8
293,973,70,2024-03-03,2,852.64
294,442,73,2024-01-17,3,3203.52
295,302,145,2024-12-28,1,3740.2
296,849,52,2024-10-19,1,4390.89
297,315,93,2024-08-08,4,5916.48
298,152,134,2024-07-01,2,8481.76
299,767,1,2024-11-16,4,15470.84
300,243,24,2024-12-28,4,18884.04
301,747,159,2024-04-04,4,16441.08
302,969,111,2024-02-10,2,9832.68
303,465,39,2024-04-14,3,2969.85
304,246,169,2024-09-05,1,1039.45
305,894,82,2024-06-01,2,4670.98
306,531,128,2024-05-26,2,2466.3
307,971,144,2024-10-16,2,2329.34
308,912,75,2024-10-24,3,10173.84
309,487,19,2024-09-19,1,4585.5
310,894,28,2024-07-04,4,2487.32
311,857,52,2024-08-25,1,4390.89
312,997,125,2024-04-21,1,1619.96
313,752,171,2024-12-02,1,3119.3
314,833,48,2024-06-07,1,3348.0
315,388,82,2024-09-10,3,7006.47
316,987,120,2024-04-24,4,14678.08
317,917,170,2024-03-01,2,2850.68
318,176,132,2024-04-20,3,5502.39
319,447,118,2024-08-30,1,2872.64
320,354,154,2024-11-15,3,660.87
321,25,109,2024-12-03,3,11581.74
322,723,80,2024-10-14,4,17455.56
323,809,22,2024-07-06,1,2116.97
324,138,61,2024-05-29,4,4032.12
325,329,30,2024-08-12,4,16615.32
326,200,23,2024-03-28,2,3191.62
327,477,25,2024-07-08,2,9908.38
328,298,68,2024-05-03,3,1446.48
329,788,138,2024-08-07,4,17738.6
330,727,39,2024-09-24,1,989.95
331,324,65,2024-11-25,3,12057.51
332,975,80,2024-07-27,4,17455.56
333,128,143,2024-11-25,2,1332.5
334,632,70,2024-03-08,3,1278.96
335,835,82,2024-10-15,2,4670.98
336,728,187,2024-03-14,4,14132.4
337,236,106,2024-04-16,4,7046.24
338,25,68,2024-08-20,2,964.32
339,597,83,2024-09-27,1,3021.3
340,676,108,2024-02-27,2,8069.16
341,891,178,2024-08-17,2,9593.62
342,431,114,2024-10-30,1,670.67
343,545,130,2024-11-11,1,4732.61
344,803,136,2024-08-04,1,1100.31
345,555,9,2024-05-28,4,19971.12
346,861,32,2024-12-19,4,8579.72
347,38,125,2024-12-06,4,6479.84
348,229,15,2024-08-04,1,583.92
349,851,149,2024-01-08,3,2838.63
350,56,147,2024-05-18,1,1503.01
351,875,164,2024-01-02,4,15333.76
352,548,45,2024-08-30,2,7375.0
353,1000,104,2024-04-02,2,521.2
354,356,160,2024-02-08,3,1482.6
355,66,194,2024-06-05,4,15285.24
356,350,153,2024-03-10,4,8761.24
357,661,39,2024-10-16,2,1979.9
358,230,42,2024-11-20,2,3596.76
359,356,185,2024-02-08,1,512.64
360,815,76,2024-05-04,4,9618.28
361,355,60,2024-12-29,1,4028.9
362,92,36,2024-02-16,2,8839.36
363,63,76,2024-09-23,3,7213.71
364,63,48,2024-09-12,1,3348.0
365,498,178,2024-05-28,3,14390.43
366,252,115,2024-08-23,2,1799.18
367,591,115,2024-09-20,2,1799.18
368,875,110,2024-10-11,4,10529.92
369,159,30,2024-10-05,2,8307.66
370,348,51,2024-05-13,3,4820.73
371,52,122,2024-09-01,2,7744.74
372,517,139,2024-03-19,1,1111.61
373,709,43,2024-11-18,2,5164.02
374,903,27,2024-08-11,3,9955.53
375,746,186,2024-12-06,2,9744.16
376,810,106,2024-01-07,2,3523.12
377,260,200,2024-03-15,2,8475.82
378,680,126,2024-10-27,1,2625.62
379,493,117,2024-04-24,1,636.89
380,101,8,2024-11-19,3,803.73
381,412,184,2024-08-24,2,6726.4
382,654,146,2024-09-09,1,1060.4
383,301,75,2024-04-21,3,10173.84
384,257,199,2024-07-14,1,463.21
385,843,57,2024-04-02,3,9683.94
386,734,157,2024-12-02,2,5037.06
387,847,145,2024-12-01,2,7480.4
388,129,62,2024-05-03,4,8536.44
389,257,69,2024-03-12,4,16176.72
390,97,198,2024-03-15,4,6686.64
391,885,173,2024-11-10,3,10640.07
392,780,55,2024-05-03,2,2882.58
393,30,161,2024-02-06,4,12184.08
394,390,111,2024-09-29,4,19665.36
395,70,184,2024-08-29,1,3363.2
396,698,194,2024-01-30,2,7642.62
397,287,13,2024-12-30,3,5783.91
398,787,154,2024-06-14,4,881.16
399,619,65,2024-06-25,2,8038.34
400,17,70,2024-12-16,4,1705.28
401,888,77,2024-12-28,4,19210.04
402,338,159,2024-09-28,2,8220.54
403,204,169,2024-07-18,4,4157.8
404,10,146,2024-12-24,1,1060.4
405,906,157,2024-08-02,1,2518.53
406,731,29,2024-10-01,1,3289.48
407,77,12,2024-01-24,1,4122.97
408,705,94,2024-07-27,2,3897.24
409,232,66,2024-07-09,3,14419.68
410,925,105,2024-11-08,3,3889.11
411,759,129,2024-09-19,4,6434.32
412,846,109,2024-06-19,4,15442.32
413,856,179,2024-06-26,1,1116.81
414,955,156,2024-04-18,4,2244.8
415,634,185,2024-07-03,2,1025.28
416,433,80,2024-07-08,2,8727.78
417,412,108,2024-07-06,1,4034.58
418,876,181,2024-05-01,2,2878.82
419,154,17,2024-03-27,4,9272.0
420,981,91,2024-10-13,4,17083.48
421,112,78,2024-06-20,4,5109.72
422,589,26,2024-08-18,2,2149.14
423,537,152,2024-09-23,3,5028.96
424,774,61,2024-04-23,3,3024.09
425,35,200,2024-11-05,3,12713.73
426,77,148,2024-12-25,3,2751.09
427,188,66,2024-03-26,4,19226.24
428,556,108,2024-02-24,1,4034.58
429,976,191,2024-06-22,1,3147.22
430,828,169,2024-04-02,2,2078.9
431,278,69,2024-08-22,1,4044.18
432,485,144,2024-12-07,3,3494.01
433,498,22,2024-02-02,2,4233.94
434,511,20,2024-03-19,1,818.26
435,365,157,2024-08-21,3,7555.59
436,525,139,2024-08-04,2,2223.22
437,881,25,2024-06-27,2,9908.38
438,99,154,2024-01-11,1,220.29
439,646,182,2024-01-09,2,8893.88
440,789,8,2024-07-03,3,803.73
441,637,149,2024-05-20,3,2838.63
442,672,100,2024-07-05,3,6639.48
443,867,191,2024-01-27,3,9441.66
444,280,191,2024-01-06,3,9441.66
445,532,144,2024-11-03,1,1164.67
446,598,133,2024-06-02,2,236.36
447,816,108,2024-04-01,3,12103.74
448,775,101,2024-02-06,3,10187.61
449,69,97,2024-12-29,2,6220.6
450,202,104,2024-04-25,1,260.6
451,537,86,2024-02-25,4,8571.92
452,944,116,2024-04-26,1,3511.47
453,929,130,2024-07-04,4,18930.44
454,971,179,2024-09-02,2,2233.62
455,731,24,2024-06-11,4,18884.04
456,476,65,2024-08-25,3,12057.51
457,273,15,2024-04-21,2,1167.84
458,739,38,2024-01-31,4,1449.2
459,151,53,2024-05-01,2,619.08
460,126,99,2024-08-22,3,950.49
461,29,131,2024-03-17,2,3082.98
462,285,115,2024-07-11,4,3598.36
463,626,98,2024-03-07,1,1185.3
464,975,146,2024-11-28,4,4241.6
465,870,45,2024-01-31,2,7375.0
466,602,200,2024-01-24,2,8475.82
467,134,28,2024-07-12,2,1243.66
468,579,152,2024-11-22,2,3352.64
469,420,100,2024-01-14,1,2213.16
470,716,66,2024-09-30,2,9613.12
471,948,72,2024-11-05,1,850.17
472,590,58,2024-02-19,4,2394.68
473,996,76,2024-10-22,4,9618.28
474,697,186,2024-04-24,2,9744.16
475,480,11,2024-01-29,4,14910.8
476,479,9,2024-03-18,2,9985.56
477,262,15,2024-06-21,2,1167.84
478,30,96,2024-09-23,2,8217.16
479,92,27,2024-12-21,4,13274.04
480,950,52,2024-11-18,3,13172.67
481,450,170,2024-11-15,3,4276.02
482,318,42,2024-07-22,3,5395.14
483,489,46,2024-08-04,2,8923.1
484,155,96,2024-10-23,3,12325.74
485,285,155,2024-08-30,4,8011.32
486,1000,102,2024-05-27,4,16638.2
487,424,198,2024-05-28,4,6686.64
488,610,78,2024-04-06,2,2554.86
489,106,10,2024-06-24,3,2234.16
490,688,22,2024-05-04,1,2116.97
491,110,3,2024-08-11,1,3629.56
492,929,161,2024-05-08,2,6092.04
493,378,69,2024-10-29,4,16176.72
494,261,125,2024-04-12,1,1619.96
495,439,169,2024-09-25,1,1039.45
496,385,7,2024-07-26,1,2981.97
497,268,194,2024-11-15,4,15285.24
498,180,54,2024-04-19,3,305.4
499,612,119,2024-08-25,1,2159.14
500,965,104,2024-10-02,2,521.2
501,795,53,2024-04-20,4,1238.16
502,528,63,2024-03-05,1,2647.93
503,498,64,2024-03-16,4,9255.4
504,733,120,2024-01-26,1,3669.52
505,875,59,2024-09-28,4,13591.0
506,913,174,2024-06-13,2,3660.14
507,885,87,2024-07-27,2,4124.6
508,71,77,2024-04-19,3,14407.53
509,761,17,2024-12-29,3,6954.0
510,96,68,2024-02-03,4,1928.64
511,3,25,2024-03-19,1,4954.19
512,509,134,2024-09-19,3,12722.64
513,274,11,2024-08-15,3,11183.1
514,243,105,2024-06-13,4,5185.48
515,834,189,2024-08-02,3,8630.04
516,161,90,2024-06-03,2,1832.12
517,226,27,2024-01-28,1,3318.51
518,423,154,2024-02-29,1,220.29
519,581,26,2024-11-27,4,4298.28
520,863,70,2024-09-16,3,1278.96
521,261,28,2024-08-15,2,1243.66
522,336,193,2024-09-26,4,9599.92
523,128,34,2024-01-15,2,4052.6
524,278,3,2024-11-15,2,7259.12
525,890,190,2024-04-28,2,4872.66
526,372,40,2024-02-13,1,649.9
527,103,152,2024-05-26,3,5028.96
528,779,181,2024-11-10,2,2878.82
529,273,198,2024-02-08,4,6686.64
530,3,35,2024-11-16,4,11958.36
531,815,131,2024-02-02,4,6165.96
532,702,101,2024-07-12,1,3395.87
533,175,28,2024-08-27,3,1865.49
534,111,156,2024-03-19,4,2244.8
535,289,193,2024-07-08,2,4799.96
536,232,86,2024-08-30,3,6428.94
537,920,18,2024-11-19,4,14388.88
538,702,73,2024-05-29,3,3203.52
539,386,137,2024-05-11,4,5403.2
540,293,46,2024-08-04,3,13384.65
541,858,14,2024-09-23,4,4258.32
542,265,21,2024-11-20,1,4603.94
543,560,113,2024-07-18,3,13524.87
544,860,150,2024-09-27,1,2459.61
545,1,88,2024-04-17,4,14028.8
546,164,130,2024-03-12,2,9465.22
547,27,167,2024-02-16,4,2503.12
548,191,57,2024-08-20,4,12911.92
549,880,76,2024-12-22,2,4809.14
550,949,153,2024-05-27,2,4380.62
551,663,94,2024-09-23,3,5845.86
552,672,160,2024-08-17,3,1482.6
553,642,150,2024-07-14,2,4919.22
554,862,66,2024-01-24,1,4806.56
555,260,96,2024-12-03,1,4108.58
556,260,183,2024-12-16,1,911.17
557,355,139,2024-10-05,3,3334.83
558,117,49,2024-09-07,2,8484.58
559,165,107,2024-04-20,3,3074.37
560,427,22,2024-01-04,1,2116.97
561,367,133,2024-10-23,1,118.18
562,21,124,2024-01-09,4,1045.72
563,234,109,2024-08-22,2,7721.16
564,134,182,2024-05-29,2,8893.88
565,729,184,2024-06-23,1,3363.2
566,84,171,2024-03-11,4,12477.2
567,695,96,2024-11-30,4,16434.32
568,742,44,2024-10-03,1,3184.36
569,260,73,2024-08-18,1,1067.84
570,852,151,2024-08-29,1,637.45
571,152,40,2024-07-29,3,1949.7
572,49,169,2024-03-17,4,4157.8
573,863,35,2024-05-27,1,2989.59
574,671,36,2024-08-14,4,17678.72
575,218,181,2024-12-09,1,1439.41
576,904,188,2024-08-18,4,16899.6
577,939,165,2024-02-20,3,13394.25
578,653,50,2024-04-24,2,7824.78
579,517,19,2024-08-21,1,4585.5
580,241,182,2024-10-30,3,13340.82
581,924,142,2024-01-12,3,13927.2
582,205,55,2024-08-17,1,1441.29
583,624,192,2024-10-31,3,8072.49
584,715,186,2024-12-03,2,9744.16
585,765,48,2024-06-20,2,6696.0
586,428,140,2024-10-07,2,8015.76
587,694,193,2024-09-26,3,7199.94
588,239,127,2024-04-25,1,2138.17
589,651,123,2024-11-08,1,4263.48
590,756,170,2024-05-23,2,2850.68
591,44,146,2024-06-24,1,1060.4
592,775,146,2024-05-27,1,1060.4
593,712,162,2024-10-21,3,12568.41
594,513,41,2024-02-18,1,1047.34
595,564,164,2024-12-06,2,7666.88
596,675,35,2024-02-10,4,11958.36
597,865,92,2024-10-20,1,3878.28
598,24,116,2024-02-10,1,3511.47
599,449,33,2024-07-27,3,5931.09
600,712,153,2024-06-21,1,2190.31
601,927,124,2024-07-01,3,784.29
602,787,10,2024-04-04,1,744.72
603,801,92,2024-07-27,4,15513.12
604,3,174,2024-06-23,3,5490.21
605,679,155,2024-10-12,1,2002.83
606,269,14,2024-11-25,4,4258.32
607,577,165,2024-09-17,4,17859.0
608,895,43,2024-05-12,1,2582.01
609,765,25,2024-02-02,3,14862.57
610,73,49,2024-09-20,2,8484.58
611,772,52,2024-05-20,4,17563.56
612,398,160,2024-04-20,2,988.4
613,895,161,2024-08-02,1,3046.02
614,987,173,2024-01-21,4,14186.76
615,132,91,2024-07-28,3,12812.61
616,231,137,2024-11-20,4,5403.2
617,455,18,2024-09-01,3,10791.66
618,647,112,2024-06-11,2,1611.78
619,405,151,2024-11-14,2,1274.9
620,827,158,2024-11-28,3,12438.36
621,3,1,2024-10-29,4,15470.84
622,982,7,2024-06-05,3,8945.91
623,176,150,2024-04-18,1,2459.61
624,512,83,2024-01-14,1,3021.3
625,693,196,2024-12-14,4,3754.96
626,571,118,2024-06-02,3,8617.92
627,111,116,2024-12-13,2,7022.94
628,595,24,2024-01-30,2,9442.02
629,255,59,2024-01-08,4,13591.0
630,593,140,2024-01-03,4,16031.52
631,314,55,2024-08-06,1,1441.29
632,684,65,2024-07-13,2,8038.34
633,290,25,2024-01-29,3,14862.57
634,491,197,2024-07-21,4,8864.12
635,70,42,2024-12-06,1,1798.38
636,222,35,2024-07-15,1,2989.59
637,80,195,2024-07-03,3,2919.54
638,90,137,2024-01-15,1,1350.8
639,494,164,2024-12-15,3,11500.32
640,281,133,2024-03-28,3,354.54
641,357,196,2024-03-07,2,1877.48
642,701,165,2024-07-01,2,8929.5
643,890,67,2024-10-13,4,16059.48
644,833,141,2024-11-19,1,4059.44
645,446,64,2024-04-03,3,6941.55
646,78,90,2024-01-21,4,3664.24
647,525,125,2024-07-01,1,1619.96
648,711,25,2024-12-01,3,14862.57
649,114,34,2024-02-27,1,2026.3
650,562,176,2024-09-05,4,6528.72
651,132,177,2024-12-13,1,4433.19
652,929,45,2024-07-16,1,3687.5
653,116,57,2024-05-21,4,12911.92
654,690,138,2024-07-12,2,8869.3
655,740,176,2024-09-06,4,6528.72
656,398,133,2024-08-18,3,354.54
657,76,76,2024-01-14,2,4809.14
658,18,105,2024-02-28,2,2592.74
659,69,27,2024-06-17,1,3318.51
660,472,10,2024-05-03,4,2978.88
661,304,90,2024-05-31,2,1832.12
662,331,124,2024-11-27,4,1045.72
663,423,74,2024-03-09,4,10754.96
664,629,157,2024-06-26,1,2518.53
665,246,90,2024-03-07,3,2748.18
666,871,69,2024-08-04,4,16176.72
667,433,31,2024-07-07,4,13816.16
668,549,48,2024-10-31,2,6696.0
669,478,162,2024-10-29,2,8378.94
670,794,118,2024-04-30,1,2872.64
671,548,94,2024-03-05,4,7794.48
672,456,54,2024-08-09,4,407.2
673,961,81,2024-04-15,4,11416.48
674,833,96,2024-11-27,1,4108.58
675,9,167,2024-01-26,4,2503.12
676,964,194,2024-07-26,4,15285.24
677,775,66,2024-09-22,2,9613.12
678,102,159,2024-07-14,1,4110.27
679,392,42,2024-11-23,1,1798.38
680,948,166,2024-05-04,4,16200.04
681,462,43,2024-09-23,3,7746.03
682,83,2,2024-05-24,2,8594.36
683,377,191,2024-07-13,3,9441.66
684,530,6,2024-08-06,1,2974.91
685,772,143,2024-10-17,4,2665.0
686,127,138,2024-11-03,3,13303.95
687,265,68,2024-02-22,2,964.32
688,48,31,2024-11-13,2,6908.08
689,556,152,2024-10-24,4,6705.28
690,702,82,2024-09-24,2,4670.98
691,772,139,2024-06-07,1,1111.61
692,301,48,2024-06-29,1,3348.0
693,76,184,2024-06-29,1,3363.2
694,306,177,2024-03-09,3,13299.57
695,51,135,2024-10-14,2,1717.44
696,139,71,2024-12-24,3,3768.75
697,172,22,2024-06-30,2,4233.94
698,720,164,2024-10-14,4,15333.76
699,988,28,2024-10-07,1,621.83
